workerID,S-task16.visType,S-task16.answer.value,S-task16.feedback.confidence,S-task16.feedback.difficulty,S-task16.feedback.explanation,S-task16.minutesToComplete,averageAccuracy,overallMinutesToComplete,demographics.age,demographics.degree,demographics.sex,demographics.vis_experience,overallFeedback.overall,overallFeedback.training.explanation,overallFeedback.training.helpful
5d5336a8d103e90017c68fdc,adjMatrix,1. that some nodes with the most followers actually have much fewer tweets than those with far fewer followers2. institutions have much fewer tweets in general than a persons account,7,2,,3.716666667,0.9375,47.08333333,37,Masters,Female,5,This was an interesting study. Quite different to the types of research I have looked at or been involved in before.,I found it hard to remember the technical terms used eg neighbour interaction etc so I did use the help function to remind me for a few tasks!,5
5d52fb264013df00150463ef,adjMatrix,honestly  what i found was that its harder to navigate the graphs because you can only change  1 graph at a time.,7,1,,0.916666667,0.46875,48.6,24,Bachelors,Male,5,honestly it was an amazing  survey. it thought me something new today. im greatfull although i wish the graph was larger. amazing nonetheless ,i wish the video was a bit longer and explained in greater detail,6
5d50ef16ae079c0019f557d4,adjMatrix,I see that the activity in the EU is broader and I think it is more real by the average that they show of tweets against the number of followers and how I see the interactions on the sheet...In the US it looks like a pattern.Or so I see.,4,7,,6.833333333,0.59375,80.41666667,37,Bachelors,Female,2,I'm still not sure I have done well I hope you find it useful.,I'm sorry but i was so confused I would have liked that when I got the right answers they explained why they were the right ones.,3
5d4de42d6b5daa0001cd774c,adjMatrix,The reported cluster has as many EU as NA members. NA members tend to have more followers EU members make up most of the lowest-follower users--still the two continents seem to have a pretty even spread among account age. Institutions have a better chance of having a lot of followers despite a short account life or tweet quantity.,7,6,"It's easy to be confident in a ""what do you think?"" question.",6.466666667,0.994791667,46.23333333,45,PhD,Male,7,When asked to compare followers to the other number it would have been nice to have a tool doing the subtracting.,The video was well executed and clear.,7
5d4a3ec36952cd0001361bbd,adjMatrix,Institutions seem to have a lot of followers in comparison to how many tweets they have.  More often than not the more popular Person's have a lot of tweets or account age,7,3,,1.633333333,0.864583333,29.35,22,Bachelors,Male,5,It was an interesting study to partake in. Thanks for the opportunity!,It was easily understandable but some parts were confusing like links between users etc.,6
5d49e0634aff6e0018fb7004,adjMatrix,Interesting that people with only a few interactions also got very high follower number. Also that more interactions in EU than NA.EU is on the bottom of the follower number list.Tweet number is low for new accounts but otherwise not related to any other attribute.,7,7,,7.683333333,0.854166667,39.08333333,27,Masters,Male,3,I liked the task the information to analyze were interesting and the visualization looked great. The features of the visualization were very helpful too.,,7
5d48e3a6e73664001a009852,adjMatrix,cluster is a very interesting way to sort. seeing all the people that interact with each at the same time seems to be very useful.,5,2,,5.416666667,0.994791667,51,26,High School,Male,4,I liked the task they were fun yet challenging with a little more explanation on how the cluster sorting works I feel like I could have even understood more.,,7
5d4602322f66d0001a1208c7,adjMatrix,I cannot see anything out of the ordinary!,4,7,,0.733333333,0.90625,48.48333333,31,Masters,Male,5,very well done! please send me a link to where I can find this!,,7
5d45cc77da9cb60001aa4711,adjMatrix,Few people from South AmericaFew institutionsMost people from EuropePeople older on the network not always have biggest number of followers and tweets,1,7,,1.616666667,0.78125,25.93333333,18,High School,Male,2,,,4
5d444ca5bd37550017e01cf0,adjMatrix,Robert has the most interactions;Jeffrey also has  a lot of intereactions several followers but few tweets,4,6,,2.816666667,0.848958333,51.96666667,25,High School,Male,4,For someone who's not familiar with data graphics at the beginning its given a lot of information to retain and it was useful if i had access to that same information in the middle of the survey (we had the help button but the information was scarce).,,5
5d432a9dfc19f8001a2964e7,adjMatrix,N/A,1,7,,0.466666667,0.71875,22.75,22,High School,other,5,I enjoyed doing a task like this for no particular reason. It was generally enjoyable to view something like this and interact with it.,,7
5d40da980af3a7001a3ee980,adjMatrix,NA has more people with longer account ages than Europe.In terms of cluster it seems to be concentrated with regards to Europeans.The Institution with the most tweets has not interacted with many other people.,5,3,,4.116666667,0.784375,37.31666667,30,Bachelors,Male,1,That was very interesting as I have never got to play with data like this before. Data visualizations are quite helpful when you can categorize and find common relationships.,,6
5d3f70a35a9deb001a5cc335,adjMatrix,I find it interesting that Jeffrey has the most followers and a decent number of neighbors at 27. I also think it's interesting his neighbors are primarily North American and European and mostly persons and not institutions. This makes me wonder of persons in developed countries have more access to Twitter and if this is why Jeffrey's followers consist of persons from that region.,6,3,,6.383333333,0.65625,62.08333333,33,Bachelors,Male,1,I was a bit confused with how the data is organized on this visualization. While the training video helped to understand the gist of the visualization tool I felt that I learned how to work with the tool by using the tool and yet I was not 100 percent comfortable completing the tasks because I felt I needed more training.,I appreciated that the videos had subtitles and the the speakers narrated the explanation in slow clearly spoken English. Please give the narrators a bonus for doing a really good job at narration.,5
5d3f10e626d3fe0018148dcf,adjMatrix,Jack has 5 interaction with Rob.Lynn has the oldest account.Alex has one neighbour from South Africa,5,5,,2.683333333,0.84375,70.2,21,High School,Male,5,,,4
5d3954872d32e2001a8690e2,adjMatrix,Old account ages,4,4,,2.083333333,0.625,39.26666667,19,High School,Female,2,,,6
5d379570d55420001c34720a,adjMatrix,There are definately more Europeans than South Americans North Americans and Australians. Most people have 2x amount of Tweets to Followers. The most used feature are interactions.,6,5,,2.383333333,0.51875,30.81666667,21,High School,Male,2,I like the training video at the start of the survey it was well done and explained the general concept of what I need to do. I loved the walkthrough that tells you all the different features on the website don't know what I would do without them. Interesting hard but fun survey and It kept me thinking.,,6
5d372df59749cc00015c2438,adjMatrix,There is only one user from South America being one of the most active members with few interactions.,7,1,,1.5,0.984375,53.01666667,18,High School,Male,4,It was a challenging survey but quite enjoyable. I hope this helps in your investigations.,,7
5d364d763b2ced001947f6e7,adjMatrix,The accounts that have the most interactions tend to have the oldest accounts. It's interesting how there are non-person twitter accounts. Are these accounts bots? Maybe they tend to be institutions. All of the non-person accounts are listed as institutions. It's also interesting how there is only one South American account within this set of data.,3,4,,4.866666667,0.84375,62.51666667,21,High School,Female,2,Some of these questions were difficult. It's cool to see the connections though.,Somewhat useful. The training video wouldn't be good on its own but I think the video goes well with the practical guide of the system as an explanation of sorts.,5
5d3312e52fd5a40018e5894c,adjMatrix,Unfortunetely I did not find anything suprising me. But generally all of this stuff is quite interesting. ,4,4,,5.35,0.625,67.41666667,26,Masters,Male,1,That was interesting experience to take part in this study. I am glad. ,,4
5d30a875ad3457001743fbc9,adjMatrix,31 poeple interacted with only one other person,2,7,,2.9,0.9375,32.15,47,Masters,Male,4,,,7
5d3054cb85abbf001879ea15,adjMatrix,Jeffrey has the most interactions with people and is not a person there is very little institutions and a lot of people and a lot of them come from EU.There are also people with very little interactions like Nam Carlos Dominik and some others.,5,6,The task was confusing because it didn't give specific instructions the explanation was very broad and vague.,6.55,0.760416667,47.58333333,18,High School,Male,3,The tasks were fun and things to think about i accidentally wrote wrong answers (like the last task) and i wanted to change them but i couldn't which wasn't very pleasant but overall the study was very fun.,The training videos and practice tasks gave clear instructions of what to do and how to do it.,7
5d2e1c52c3651500159f0a69,adjMatrix,Jack is from South America and he is the only one from that continent plus he has an large number of followers tweets and account age.,5,3,,1.916666667,0.828125,42.43333333,35,High School,Male,1,This task was tedious and I felt like I was doing it wrong most of the time since it was tiny and strenuous.,The training videos were helpful to a degree but it was almost too much data to take in such a short amount of time. I would feel more comfortable having double the amount of tie and more pay to coincide with the time.,5
5d2cd6efce04670001b0ea04,adjMatrix,Teo is the second account with the most followers (1181) but it doesn't have a lot of interactions (only 4) compared to users with fewer followers.,3,6,,5.266666667,0.932291667,32.36666667,19,High School,Male,3,,,6
5d2b883d35acf0001839021e,adjMatrix,The cluster has more people than institutions and are mostly made up of NA and EU users. It has a very high average account age and follower counts but tweets are more variable.There are is a section of people who have only interacted with Jeffrey but most of the people he interacted with are from outside of the cluster. Jeffrey also has the highest follower count.Robert also has a high number of accounts that he interacted with but they are split between the cluster and outside of it.Krist has the most tweets. Lynn has the oldest account. But both of these users have very few interactions within the network despite having high numbers in all fields (followers tweets account age).When sorted by continent EU users form almost the outline of a cube through their interactions.,3,5,,8.55,0.90625,43.51666667,27,High School,other,3,Tracing the routes between accounts via interaction was the most difficult to me although I feel that may be based more on my own thought process rather than the visualizations.,The video and practice sessions made sense and were helpful in my understanding of the visualizations but I also gained confidence as I completed more tasks and familiarized myself better with the graph.,6
5d28993a81b82800155cd563,adjMatrix,there's a cluster and seems to be little correlation between likesa nd followers nd mentions,4,4,,0.65,0.713541667,26.41666667,20,High School,Female,2,,,5
5d2790564ea8d100190b3e4e,adjMatrix,none,7,7,,1.683333333,0.776041667,56.48333333,21,High School,Male,3,,,5
5d25473cacb3e5001ae39cb8,adjMatrix,MViews is new and has few tweets but has the 4th most followers.North American accounts have more followers in average than European accounts.,7,1,,3.25,0.84375,54.35,23,Bachelors,Male,1,"I wish the ""help"" section included definitions and more information.",,2
5d24d146fec9430001470a47,adjMatrix,Jack is the only person from South America. Jeffrey has the most followers but less than 1000 tweets. Jeffrey has 27 neighbors meaning he interacts with his followers quite a bit,5,1,,2.933333333,0.78125,30.18333333,27,Bachelors,Female,4,This was an enjoyable task though sometimes intimidating because I got a bit confused when it came to the shortest path questions ,They were incredibly helpful,7
5d1db2c56d66ec001904e555,adjMatrix,"Despite only having ""Robert"" as a neighbor the institution Mviews has a following of over a thousand people while having almost no account activity and being very recent in the network.",4,4,,3.766666667,0.8125,56.91666667,18,Bachelors,Male,3,,,6
5d1ccede6db6960019886d03,adjMatrix,everything ok,3,2,,0.666666667,0.359375,57.01666667,27,PhD,Female,5,everything ok Iike it,very,7
5d1ab85b5ebc3e001aab21ea,adjMatrix,EU nodes tend to have less followers than NA nodes. Institutions tend to have had their accounts for a shorter period. Institutes do not tend to tweet often but it could be a consequence of not having had as much time. NA also tweet a lot more than EU despite accounts being open for similar times.Jeffrey belongs to a large cluster where most interactions are directly through him. The nodes seem to be split between being individuals or in large clusters. There are not many small clusters.,6,2,,5.283333333,0.96875,73.11666667,24,Masters,Male,6,I enjoyed the task and am satisfied with logical interfaces and questionnaires that are user-friendly.,Useful but the step-by-step afterwards was more useful.,5
5d17ce93ac37cd0019535088,adjMatrix,Robert has interacted with almost a quarter of the total accounts on the network most of these interactions are  with people.,4,4,,4.766666667,0.90625,43.25,19,High School,Male,4,,The video wasn't that relevant to the data visualization compared to the hands-on tutorial which went over the functions of the tables succinctly.,2
5d12020e90265e00199ba8a9,adjMatrix,most european accounts seem to have a lot less followers and tweets than north american accounts the two biggest groups in regards to continents.jeffrey alex and robert seem to be the users who interact the most with different other users,3,7,i'm not sure i got to the conclusions the researchers expected,5.366666667,0.75,49.23333333,24,Masters,Female,2,very interesting study albeit a little confusing at the beggining,very useful i had to watch them several times,7
5d000aab5c1496001ac58dd1,adjMatrix,jeffrey and robert's interactions pattern is similar and traces a grid patterm when the order of the matrix is alphabetical.,5,4,,3.966666667,0.71875,51.03333333,22,High School,Male,4,,,3
5cfd7167adab2f0016d1571f,adjMatrix,"1) Only one person from South America. 2) ""MViews"" has a very low account age but a large number of followers. 3) Jeffrey has interacted with a lot of people despite a low tweet number.",1,7,,4.45,0.890625,36.73333333,40,High School,Male,6,"Overall it seemed pretty straightforward and interesting. I played a lot with the ""GAPminder"" data visualization website which has a lot of complex data visualizations as well as once reading a blog that focuses on the beauty of different data visualizations. Plus I'm a programmer so it may have been easier for me to figure out and use than the average person.",I felt like the video wasn't necessary the system was self-explanatory with the tutorial. But perhaps the video may be useful for people unfamiliar with data visualization.,5
5cfd339a78a61e0018cc9048,adjMatrix,I found it interesting that most of the institutions are from the EU/NA whereas actual people were spread more globally. I was also surprised that many of the accounts with lots of followers didn't actually have that many tweets!,7,2,,2.316666667,0.848958333,34.73333333,25,Masters,Female,5,I enjoyed it but found it slightly hard to use at times. It could be helpful if you could have another look at the training video after you've started as it would give more context. I know I would've found this helpful,I think the videos helped a lot but it could perhaps be helpful if you could have another look at the video after you've started as it would give more context.,6
5cf7fa1e7b66930001c9d0af,adjMatrix,not sure,3,3,,0.133333333,0.885416667,23.9,30,Bachelors,Male,3,,,6
5cf2d589239c60001a088f03,adjMatrix,It's confusing and hard to look at. ,1,7,,0.75,0.75,30.91666667,32,Bachelors,Female,1,That was so hard and I'm leaving pretty confused. ,,5
5cebd3addd01c200176b87a9,adjMatrix,unsure,5,5,,0.183333333,0.916666667,22.88333333,33,Bachelors,Male,4,,,6
5ceb292e06aa2300193631d1,adjMatrix,mostly people with few institutions ,6,3,,0.533333333,0.5625,23.91666667,23,High School,Female,2,,i didnt know what i was looking at before,6
5ce7c46d79642d0017767d94,adjMatrix,I couldn't find any,1,7,,1.25,0.4375,39.43333333,39,Bachelors,Male,2,I'm a bit of a phobe for these types of graphs but I think it would be easy enough with enough training and repetition.,It was useful but easily forgotten on the harder graphs,6
5ce58ec29c40b2001b3a00d4,adjMatrix,not sure,4,4,,0.3,0.75,35.45,32,Bachelors,Male,4,,,6
5ce456e6f54a8b0001d97020,adjMatrix,Gicenter has 10 interactions with itself,6,4,,1.95,0.942708333,35.61666667,20,Bachelors,Male,5,,The training videos where short and decisive to the understanding of the study,7
5ce33217f1117f0017c80de1,adjMatrix,There is a large cluster. ,1,7,I don't know what I'm supposed to be looking for.,1.583333333,0.796875,21.8,21,High School,Female,1,"I really enjoyed the tasks but I think there should be a slightly longer practise run. I also forgot some of the terminology and the ""Help"" button was pretty limited. If it provided a link to the video again that would have been more helpful for me.",I found doing it practically was the best method. ,6
5cdf6e1bc0732800014bfc6e,adjMatrix,GiCentre has interacted with itself 10 times. MViews has gained a lot of followers in a short amount of time despite having no mentions and few tweets (bot followers?). Accounts from North America seem to have more followers on average than those from South America the EU or Asia. There doesn't seem to be as much correlation between Account age and followers as there is between tweets and followers. Even tweets and followers aren't very closely correlated. Jeffrey has the most followers but not anywhere near the most tweets. He may have the largest cluster however.,4,7,Hopefully these were the kind of observations you were looking for.,9.783333333,0.854166667,61.63333333,35,High School,Male,4,"Some tasks were pretty easy with the tools provided some were difficult and at least one seemed impossible or almost impossible (the one asking about individuals ""two interactions away""; it's possible I misunderstood that question).",,6
5cdb44d1192b2e001a9ab615,adjMatrix,Jeffrey seems to have more interactions than other people. He also seems to have a high number of followers compared top the amount of tweets. ,1,7,Not sure what you wanted to know. ,3.7,0.932291667,43.76666667,37,Masters,Male,1,It was difficult. I think I got a lot wrong. ,Some jargon was introduced without perhaps being explained that well. ,3
5cd8c94c99e9d00001465e35,adjMatrix,Mviews and not as obviously Lace have a lot of followers for their account age. ,3,4,,2.933333333,0.78125,55.21666667,49,Bachelors,Male,5,I've never done a study like this ever. This was definitely a unique and interesting learning experience. I imagine a lot of hard work went into constructing this.,The training video was effective enough.,5
5cd85ef210887400012db8dc,adjMatrix,There is a strong cluster in a group of people with a few companies with many interactions among typically older accounts. Most have a lot of followers as well. There are also a relatively large amount of accounts that have lots of tweets and followers but not much activity between different people or institutions on the network.,7,1,,1.65,0.869791667,23.25,22,High School,Male,2,Overall the visual network and interactions started out slightly difficult to understand and I was typically using only one or two of the search features but progressed into feeling more comfortable reading the data and using more sorting and highlighting features. I also was able to simply understand the information a bit better without using the sorting tools nearing the end making some of the tasks a bit easier than if I had the same one near the beginning.,,6
5cd80770244a6f0017f614ee,adjMatrix,Klaus has one of the oldest accounts with the least activity. MViews have a lot of followers with little tweets and short account age.,5,2,,3.083333333,0.921875,33.38333333,19,High School,Female,4,Something different I enjoyed looking at the data.,,5
5cd30b2041a6b8001874c41f,adjMatrix,it seems that north american accounts have more followers than europeans. Most institutions have been on the network fewer day than most persons. Institutions generally tweet less than persons.,7,1,,6.733333333,0.927083333,56.83333333,24,Bachelors,Female,4,I think it was a very interesting study. I liked seeing tweeter data translated in this form.,,6
5ccc758ab11510001584a1af,adjMatrix,I find it interesting how Shahid has almost no tweets but has a lot of followers.,2,4,,2.35,0.71875,31.58333333,24,Bachelors,Male,1,The fact that as i said before we aren't able to zoom in or out made some tasks kinda hard for me. ,The training video was useful for me but being able to do a tutorial with practising tasks helped me a lot more. ,6
5ccbbdfca3decc00181d5e61,adjMatrix,T.J.'s account is the oldest has the most tweets and followers but only interacted with one other person in the network. ,7,1,,1.266666667,0.671875,41.76666667,25,Bachelors,other,2,,,6
5cbda9f6290fd50016e5c03f,adjMatrix,I look at it for a few minutes and I can't find do anything,1,7,,3.2,0.71875,58,26,High School,Female,4,Very interesting study! I've never had to focus so much on the task to complete it before. Cool ;-),I tried to focus watching the instructional video some tips were useful in the practical task,5
5cbb50540776a20019ccbf7f,adjMatrix,I'm so confused about what is going on. This network is very difficult for me to understand. It isn't too hard to navigate some of the simple questions but I when I look at the network without any questions to guide me I don't see anything interesting or surprising. It looks like there is an interesting cluster in the bottom right corner but I don't understand what that means or if it is significant. The visual web used at the beginning of this survey was much easier to understand.,1,7,,4.8,0.822916667,54.13333333,27,Bachelors,Female,4,This was a lot more difficult than I was anticipating. Although there were some easy questions the hard questions were very hard. It was kind of stressful for me because I didn't know how to answer and I didn't want to answer wrong. ,I was following for the first half of the video but I had to watch the second half twice. It was quite confusing as I don't know very much about multivariate networks. It would have been useful if the help button available during the tasks had more information. I forgot what certain terms meant so I wasn't sure how to perform some of the tasks. ,4
5cb19d5777375f0016f32030,adjMatrix,There are not a lot of accounts from SA or AS.,6,6,,0.966666667,0.6875,44.81666667,24,Other,Female,5,I ended up mostly understanding it at first I was pretty confused and I thought it'd be too hard for me.,I learn better by doing which I felt got better as I went through each question although the more qualifiers asked I did find it a bit harder to figure out how to sort the data.,2
5cb162ae9df7a00017d1272c,adjMatrix,There's a major cluster built by a small group of nodes. Outside of this cluster there isn't much interaction between the nodes.,2,5,,2.516666667,0.90625,68.28333333,35,High School,Male,3,I think the matrix has its benefits for certain tasks such as easily being able to spot clusters. However it got a bit crowded at times and I got confused at times by overlapping colors/highlights or when I had selected multiple nodes and forgot to select a node.,,5
5caa534a19731a00190bb935,adjMatrix,Jeffery had a lot of interactions with many people,3,6,hard to find anything,2.1,0.64375,91.41666667,52,High School,Male,1,I did not like the small font of names on the charts. Made it hard to focus.,,3
5ca59f9f30710b001605b491,adjMatrix,Not really.,7,1,,0.216666667,0.583333333,25.95,19,High School,Male,1,,,6
5ca4da2305804c001414c997,adjMatrix,Only one guy from south america and three from asia-Not many institutions present in the network-Few people actually interact with each other-Jeffrey has the most interaction of them all so most people connect to or know Jeffrey,4,5,,5.466666667,0.90625,35.2,26,High School,Male,6,Everything went rather smooth so i have nothing to complain about.,,7
5c9a1d3c732b420001bfa60f,adjMatrix,no,2,6,,0.816666667,0.6875,39.96666667,20,High School,Male,4,,,2
5c95453d61ee0b00010cbb5f,adjMatrix,"Accounts created in ""AS"" are fairly new. Most of the institutions have less tweets",6,2,,1.916666667,0.6875,32.88333333,19,High School,Male,3,It was a new thing that I just tried. I found it fairly easy with some challenging bits but overall it was fun to do.,,6
5c9527e29e4f7400011e1571,adjMatrix,Nothing surprising that I can find,7,7,,0.516666667,0.75,38.66666667,46,Bachelors,Female,1,This was hard but super cool and fun!,,7
5c9303a02d8c5900152f9d63,adjMatrix,MViews has 1134 and only 10 TweetsKai has a lot of Tweets and Few Followers,7,1,For me this information is really surprising I really had fun on this task,3.833333333,0.567708333,64.88333333,21,High School,Male,2,my first impression when doing my first task was mindblowing because i saw a big square the first task was really hard to understand for me but overall I had fun doing this task thanks for the opportunity,The video explains very well how it works and I found it much easier to understand thanks to the animations,5
5c9178d3803bff0001fef762,adjMatrix,Asia has the least number of users and no institutions but one of their users is the most prolific tweeter. North America is most popular when it comes to followers and tweets overall.,4,4,,2.166666667,0.90625,22.56666667,39,Bachelors,Female,4,Some of the questions were just hard because it was difficult to click on the tiny squares. Also in general it's hard to visualize a table compared to a map. Still a table (adjacency matrix) is useful for sorting stuff quickly.,They gave the basics pretty well but I still had to figure things out on my own.,5
5c898a38f7ab04000142af4c,adjMatrix,MViews despite having almost no tweets being a recent account and having solely 1 interaction is in 3rd  place regarding followage. ,6,1,,5.866666667,0.96875,35.46666667,24,Bachelors,Male,5,,,6
5c82c9a4d8302a00010639b8,adjMatrix,The network UI is fairly frustrating to use due to the scroll bars at the bottom of the page. It's a bit annoying to constantly have to scroll down and then scroll left or right just to pan the page.,7,1,,1.466666667,0.609375,39.98333333,28,Bachelors,Male,6,The matrix is interesting and I can imagine how it would be extremely useful to see who people are interacting with and how. The UI needs some work though. It's frustrating to pan around the page.,I would have had a very difficult time trying to figure out what I was looking at if I had not watched the training video.,7
5c7ead380ce9a10016fb5ebf,adjMatrix,Account age is not proportional to followers and tweets.,7,1,,1.033333333,0.6875,26.5,19,High School,Male,4,Was challenging ,,6
5c7e7d92274125000179f2f0,adjMatrix,Node giCentre which is an institution appears to have the highest number of interactions.Continents South America and Asia are underrepresented with only one and three nodes respectively.  ,5,3,,14.21666667,0.90625,90.16666667,34,Masters,Male,5,There is a learning curve in using this tool as accurate as one can. The matrix used to highlight the relations between nodes has some redundancy due to its symmetry. ,,6
5c770e63a2b09c0001a821cc,adjMatrix,Nothing particularly stands out from the network shown.,2,5,,1.916666667,0.71875,49.51666667,18,High School,Male,4,Even with the training videos some features were still quite hard to understand.,Quite useful without the videos I would be completely lost.,6
5c6d8ead5c64b60001f37,adjMatrix,Its interesting how some non active accounts and even bots have more followers than real people like Mviews.,4,4,,4.216666667,0.753125,47.66666667,21,High School,Female,2,This study made question my knowledge about graphs and networks.,,6
5c671a76085e6a0001fed1bc,adjMatrix, nothing,1,4,,2.666666667,0.84375,47.68333333,22,Bachelors,Male,4,cool and insightful,,3
5c636850bad3560001c2749e,adjMatrix,"AA is both ""Person"" and ""Institution"" located in all continents.",6,1,,1.733333333,0.703125,43.4,33,High School,Male,5,,,7
5c589d2b9fcbc40001dcbce9,adjMatrix,I've found that the majority of accounts in this network are people not institutions. As well as the majority of accounts' continent of origin being in Europe. However the users with the most tweets and followers are located in North America and Asia. Robert and Jeffrey have the most edges and number interactions. Jon EVis19 Jason giCentre Noeska Alex Robert and Jeffrey are all apart of the largest cluster on the network in terms of interactions.,4,7,,3.916666667,0.78125,52.35,23,High School,Male,4,I loved both of the tasks. The visualization tool reminded me of some classes I took at BU during high school and also re-introduced me to social graph visualizations. Now I want to test out Neo4js. However I have to say I'd suggest logging the tasks during the test in a sequential step-by-step list for survey takers to follow. They may not be as familiar with data visualization as some of us are.,The training videos were very useful in introducing me to graph-based visualizations and social graphs so when I was given the guide and training tasks I was able to overcome the learning curve a bit more easily than if I hadn't watched the video.,7
5c55fec09fcbc40001dc50b5,adjMatrix,The people that tweet the most seem to have few overall interactions.,2,7,,2.233333333,0.890625,52.5,43,High School,Male,4,I thought the training video could have covered clusters a bit more.,,6
5c55a5d2318c6b000118fc36,adjMatrix,Most people in the cluster are from Europe. Jeffrey seems to be the most popular. There is only one person from SA. MViews has a lot of followers with very little tweets and low account age. ,3,6,,16.01666667,0.75,50.68333333,25,Unspecified,Female,4,I liked the tasks and how easy the grid was to navigate but I didn't like how vague some of the tasks were. ,,6
5c54fdde68c74d00013d237e,adjMatrix,Jeffery who has the most people he has interacted with also has the most followers. That makes sense. also Jack who is the only user from south america interacted more with north americans than europeans,7,1,,2.716666667,0.953125,36.65,25,Bachelors,Female,2,I liked finding neighbors. that was easy,I didn't really understand what the clusters meant as far as what they were used for. it all seemed a little jargon-y to me,6
5c525174453ce60001aeb4f2,adjMatrix,Large cluster of people.,1,1,,0.633333333,0.859375,59.55,21,High School,Male,1,I enjoyed trying this but it was admittedly very difficult.,,2
5c5108e39c016f0001f53d82,adjMatrix,NA and AS equal a similiar amount as Eu Age of account range from 4474 and 215 days,7,1,Again the clusters were sorted by whjat the questio asked and navigation was reasonbable. If the graph was smaller or data set smaller if would have been easier to navigate. Questions were varied and I did not feel any were repetitive.,2.083333333,0.75,40.3,41,Bachelors,Male,4,I enjoyed this survey as it is a different way to represent data and how it can be reported. I could se something like this being of use in my own work.,,6
5c4ea7c3889752000156ddc5,adjMatrix,I don't see anything in this network that stands out as surprising or interesting. ,1,7,,3.533333333,0.628125,58.15,22,High School,Male,1,I enjoyed how different it was from the other tasks I complete on Prolific.,,6
5c44b3fe1bbffd0001014286,adjMatrix,there is a correlation regarding account age tweets and followers which is normal as the longer the account is open the more tweets and followers on average one would generally have (bar some anomalies) . so not much is super interesting about his network,4,5,,3.15,0.5625,51.61666667,26,Masters,Male,4,great fun overall,,5
5c3d48955fd1050001a99364,adjMatrix,MVNews has 1134 followers and has only tweeted 10 times!,1,7,,2.3,0.5625,29.21666667,9,High School,Female,1,The tasks were very interesting to complete and really got your brain thinking,,5
